Gene,Protein Length,Molecular Weight,Isoelectric Point,Hydrophobicity
potA,378,43027.7235,5.190275382995604,44.70899470899471
pepT,408,44922.916,5.360110282897949,46.07843137254902
roxA,373,42578.3883,4.693786811828613,49.597855227882036
phoQ,486,55298.9557,5.548815727233887,48.148148148148145
phoP,223,25534.91,5.09813938140869,47.53363228699551
purB,456,51542.1581,5.675225639343262,48.026315789473685
hflD,213,22915.216500000002,9.33967990875244,48.35680751173709
mnmA,368,40958.9373,4.935523033142089,44.29347826086957
nudJ,153,17432.713799999998,5.0432329177856445,49.01960784313725
rluE,217,24880.038999999997,10.026526069641115,43.31797235023041
icd,416,45756.1841,5.151624870300291,48.07692307692308
ymfD,221,25146.6109,8.965183067321778,42.98642533936652
ymfE,234,27546.213699999997,9.086383628845216,57.26495726495726
lit,297,33761.9827,5.715410804748536,43.43434343434344
intE,375,42798.490099999995,10.050250434875487,44.0
xisE,81,9286.7009,9.648096656799318,46.913580246913575
ymfH,103,10930.588399999999,9.494017219543458,48.54368932038835
ymfI,113,12882.601599999998,4.848275184631347,44.24778761061947
ymfJ,102,11458.3088,9.097214317321779,46.07843137254902
ymfK,224,25094.3783,6.216958045959472,42.410714285714285
ymfT,66,7402.395100000001,9.435415458679199,43.93939393939394
ymfL,185,20179.427499999998,4.815820121765137,48.10810810810811
ymfM,112,12155.6351,9.332266044616702,39.285714285714285
ymfN,455,50870.8458,5.03629856109619,45.05494505494506
ymfR,60,6380.6723999999995,9.100502204895019,70.0
beeE,157,17577.0673,8.709050178527832,47.13375796178344
ymfQ,194,21643.2924,5.06204662322998,46.90721649484536
ycfK,209,22019.469899999996,5.34135341644287,45.45454545454545
tfaP,137,15434.280900000002,4.490303230285644,46.715328467153284
tfaE,200,21661.721800000003,4.549074745178221,45.0
pinE,184,20572.579599999997,9.93794651031494,42.934782608695656
mcrA,277,31389.4647,7.072555351257324,41.87725631768953
iraM,107,12133.351299999998,9.025461006164551,50.467289719626166
ymgK,14,1588.9316,10.000867652893067,57.14285714285714
ymgL,36,4303.077,6.511611366271972,52.77777777777778
ycgX,134,15768.9321,9.076133155822756,45.52238805970149
bluR,243,28232.124499999998,8.035291099548338,47.73662551440329
bluF,403,45294.5217,5.042607688903809,49.37965260545906
ycgZ,78,8768.884600000001,6.405549812316894,38.46153846153847
ymgA,90,10344.7628,9.89127140045166,37.77777777777778
ariR,88,9693.905,4.60369701385498,44.31818181818182
ymgC,82,9701.099100000001,5.167141914367673,46.34146341463415
pdeG,507,56905.212,6.510929298400878,52.26824457593688
ymgF,72,8254.7117,8.273695182800296,58.333333333333336
ymgD,109,11851.699799999999,5.377446174621583,51.37614678899083
ymgG,114,10788.6428,10.467231941223144,45.614035087719294
ymgI,57,6517.732899999999,5.538186836242674,57.89473684210527
ymgJ,61,7329.756600000001,10.69454746246338,45.90163934426229
minE,88,10234.7831,5.1469640731811515,47.72727272727273
minD,270,29613.678699999997,5.245863914489745,45.18518518518518
minC,231,24775.2332,6.380370140075684,49.78354978354979
ycgJ,122,13414.2639,5.444857215881346,40.98360655737705
pliG,133,14905.6273,9.498014259338383,39.849624060150376
ymgN,19,2079.3801,8.496433448791507,42.10526315789473
ycgL,108,12414.3648,9.162069511413574,44.44444444444444
ycgM,219,23710.8367,5.87899341583252,46.57534246575342
ycgN,153,17910.208599999998,4.898805046081542,41.830065359477125
hlyE,303,33758.0939,5.078302574157713,45.21452145214521
umuD,139,15063.206199999999,4.534694480895996,53.23741007194245
umuC,422,47679.1747,9.10243625640869,44.07582938388626
dsbB,176,20141.9674,8.795889091491702,63.06818181818182
nhaB,513,56727.7178,5.945836067199706,60.03898635477582
fadR,239,26968.2628,6.506893730163574,46.44351464435147
ycgB,510,60813.1553,5.663516807556152,45.09803921568628
dadA,432,47606.7473,6.1742151260375975,47.22222222222222
dadX,356,38844.1808,6.558219337463378,49.71910112359551
ymgM,67,7676.666499999999,9.034551048278807,50.74626865671642
cvrA,578,62266.56,5.167653465270994,57.95847750865052
ldcA,304,33567.0666,6.0979940414428695,47.368421052631575
emtA,203,22194.2208,9.162907600402832,51.231527093596064
ycgR,244,27824.744599999998,8.99251766204834,48.36065573770492
ymgE,84,8774.6064,9.489633369445801,61.904761904761905
ycgY,146,16662.5865,5.388359260559082,43.15068493150685
treA,565,63635.95640000001,5.599516105651855,46.54867256637168
dhaM,472,51448.0239,4.6114839553833,48.940677966101696
dhaL,210,22631.507599999997,5.308727836608886,44.285714285714285
dhaK,356,38214.766,4.815422248840332,44.10112359550562
dhaR,639,70561.0097,6.144317817687988,46.635367762128325
ycgV,955,99683.57149999999,4.998955345153808,39.89528795811518
ychF,363,39666.854999999996,4.870328712463378,46.83195592286501
pth,194,21049.973599999998,9.043641090393066,47.93814432989691
ychH,92,10486.1675,10.362406349182127,50.0
dauA,559,59396.2911,9.038483619689941,61.001788908765654
prs,315,34185.82,5.231597328186035,49.523809523809526
ispE,283,30925.0009,5.125763130187988,48.76325088339223
lolB,207,23550.4882,8.885822486877444,44.44444444444444
hemA,418,46306.272099999995,5.460715293884278,46.172248803827756
prfA,360,40516.846699999995,5.145884132385253,40.27777777777778
prmC,277,30974.627599999996,4.841454505920409,47.292418772563174
ychQ,130,14638.6072,10.74605770111084,63.84615384615384
ychA,269,30841.006599999997,4.464725685119628,50.92936802973978
kdsA,284,30832.3438,6.319609260559083,48.59154929577465
ldrA,35,4013.7754999999997,10.834443855285645,68.57142857142857
ldrB,35,3971.6958000000004,10.834443855285645,65.71428571428571
ldrC,35,4013.7754999999997,10.834443855285645,68.57142857142857
chaA,366,39167.9849,6.148694419860839,60.92896174863388
chaB,76,8944.714199999999,6.501437187194824,36.84210526315789
chaC,231,25479.9374,4.877547264099121,48.917748917748916
ychN,117,12692.601999999999,5.017541694641112,47.863247863247864
ychO,464,52081.103800000004,5.162878990173339,42.887931034482754
narL,216,23926.524400000002,5.72649440765381,47.22222222222222
narX,598,67083.1865,6.273399162292479,44.98327759197324
narK,463,49692.8349,9.679041481018068,57.45140388768899
narG,1247,140487.7403,6.052124977111816,44.025661587810745
narH,512,58065.788400000005,6.361954307556151,44.7265625
narJ,236,26448.5338,4.756650733947754,49.152542372881356
narI,225,25497.0712,9.774196815490722,58.22222222222222
ychS,91,9606.795999999998,9.145049858093262,46.15384615384615
tpr,29,3446.8048,11.903329658508298,24.137931034482758
purU,280,31934.3405,6.4963785171508786,48.214285714285715
ychJ,152,16958.176799999997,7.04692096710205,42.76315789473684
rssA,301,33066.693799999994,6.250152015686036,48.837209302325576
rssB,337,37301.792,5.560581398010252,50.74183976261127
galU,302,32941.898199999996,5.10802936553955,50.331125827814574
hns,137,15539.455999999998,5.436274528503417,39.416058394160586
tdk,205,23456.311999999998,5.979712104797363,42.926829268292686
adhE,891,96126.0894,6.324042701721192,49.607182940516275
ychT,17,1882.2730000000001,9.992422294616702,58.82352941176471
ychE,215,23488.8625,9.64029598236084,59.53488372093023
insH21,326,37850.9642,9.492985725402832,43.86503067484663
oppA,543,60898.16039999999,6.053545951843262,46.96132596685083
oppB,306,33442.7972,9.78322238922119,62.745098039215684
oppC,302,33021.5363,5.434967231750488,56.95364238410596
oppD,337,37188.0662,5.776569557189941,50.74183976261127
oppF,334,37197.1262,7.6470838546752935,49.700598802395206
yciU,109,12686.866699999999,4.0500284194946286,46.788990825688074
clsA,486,54821.7232,8.477092933654788,55.349794238683124
yciY,57,7102.2863,11.999967765808105,33.33333333333333
kch,417,46029.967099999994,6.126129341125488,51.55875299760192
yciI,98,10569.8395,5.1885702133178695,55.10204081632652
tonB,239,26093.9289,9.616184806823732,52.30125523012552
yciA,132,14230.3973,7.71966724395752,50.0
yciB,179,20789.8998,9.649257087707518,67.0391061452514
yciC,247,26418.511199999997,10.000738716125486,62.75303643724697
ompW,212,22927.55,6.028877830505371,47.64150943396226
yciE,168,18961.2368,4.93938808441162,42.857142857142854
yciF,166,18596.944,5.47390193939209,42.168674698795186
yciG,59,6002.2737,9.868062782287598,16.94915254237288
trpA,268,28723.8089,5.314354896545409,54.850746268656714
trpB,397,42982.5358,5.70904483795166,45.5919395465995
trpC,453,49491.724,5.510619926452636,49.668874172185426
trpD,531,56869.2708,6.045133781433106,49.52919020715631
trpE,520,57493.8178,5.3177083969116214,46.92307692307692
trpL,14,1723.0918,11.16600475311279,57.14285714285714
rnm,293,32561.555299999996,6.386338233947753,45.39249146757679
yciO,206,23211.495899999998,5.968742179870605,44.66019417475729
yciQ,631,71288.1866,8.199105262756348,49.920760697305866
rluB,291,32710.9842,10.029427146911619,39.86254295532646
btuR,196,21998.628500000003,6.0774751663207995,42.3469387755102
yciK,252,27932.6175,7.66640911102295,45.63492063492063
sohB,349,39333.9118,9.241430091857907,45.55873925501432
yciN,83,9385.5189,5.473845100402832,42.168674698795186
topA,865,97348.6539,8.678040885925292,42.42774566473989
cysB,324,36150.015,6.872709465026856,49.074074074074076
ymiA,46,5337.3607999999995,10.931339836120607,63.04347826086957
yciX,55,6337.8141,4.0500284194946286,32.72727272727273
ymiC,31,3822.5405,6.501209831237793,64.51612903225806
acnA,891,97676.0683,5.5934343338012695,46.801346801346796
ribA,196,21835.724700000002,5.596219444274902,45.40816326530612
pgpB,254,29020.8837,10.131093788146973,57.48031496062992
lapA,102,11319.2701,9.650353050231931,59.80392156862745
lapB,389,44530.5035,5.987840080261231,45.501285347043705
pyrF,245,26349.952100000002,5.8132307052612315,50.61224489795918
yciH,108,11396.104299999999,9.375330924987793,36.11111111111111
osmB,72,6947.993799999999,10.028460121154787,45.83333333333333
yciT,249,27602.2927,5.985907554626464,42.971887550200805
yciZ,57,6441.281300000001,4.528499031066894,54.385964912280706
ymiD,42,4936.7323,9.843049049377441,50.0
pdeR,661,74664.1167,6.281811332702637,45.53706505295008
ymiB,34,4121.9495,10.294907951354979,61.76470588235294
rnb,644,72489.9123,5.401773262023925,47.82608695652174
yciW,375,42219.399900000004,5.952543067932129,45.6
fabI,262,27863.636099999996,5.577007865905761,50.0
ycjD,117,13956.600299999998,9.252905464172361,39.31623931623932
sapF,268,30570.177999999996,9.324078559875488,46.26865671641791
sapD,330,37660.2848,9.205069923400881,45.151515151515156
sapC,296,31547.7557,5.182886314392088,61.14864864864865
sapB,321,36037.5985,9.095473670959475,61.059190031152646
sapA,547,61564.1332,6.846847724914551,48.9945155393053
ymjA,81,9321.2133,4.234016227722168,49.382716049382715
puuP,461,50852.3875,9.3281400680542,60.520607375271155
ymjE,54,5970.8423999999995,9.38029499053955,48.148148148148145
puuA,472,53176.5796,4.826619529724121,46.61016949152542
puuD,254,28012.695699999997,5.4203596115112305,48.818897637795274
puuR,185,20091.338,5.321175575256347,39.45945945945946
puuC,495,53417.9723,5.705122947692872,47.878787878787875
puuB,426,47168.9902,6.334898948669434,45.774647887323944
puuE,421,44728.5441,5.784697532653809,51.06888361045131
pspF,325,36986.032100000004,5.52556858062744,47.69230769230769
pspA,222,25492.6486,5.385346794128417,40.090090090090094
pspB,74,8762.993900000001,6.721460914611817,51.35135135135135
pspC,119,13516.696799999998,6.242194557189941,54.621848739495796
pspD,73,8041.6312,11.905972862243651,56.16438356164384
pspE,104,11475.1766,7.86406307220459,49.03846153846153
ycjM,559,64185.015799999994,5.8838815689086905,45.796064400715565
ycjN,430,46807.8642,4.941547966003417,46.51162790697674
ycjO,293,33225.03049999999,9.569187355041503,63.82252559726962
ycjP,280,31249.9776,8.813811302185059,62.142857142857146
ycjQ,350,38216.0789,5.516872215270994,48.57142857142857
ycjR,262,29831.461899999995,5.3102624893188475,46.18320610687023
ycjS,351,38619.644100000005,5.634642601013183,47.008547008547005
ycjT,755,84866.45109999999,5.486918067932128,45.16556291390729
ycjU,219,23564.6374,5.347719383239746,48.858447488584474
ompG,301,34912.8303,4.453642082214355,43.521594684385384
ycjW,332,36133.7499,5.737407493591309,46.98795180722892
ycjX,465,52608.851800000004,8.245586967468263,49.46236559139785
ycjF,353,39391.7389,8.74296054840088,47.875354107648725
tyrR,513,57655.4693,5.543302345275878,47.758284600389864
tpx,168,17835.0949,4.749773216247559,50.0
ycjG,321,34673.6285,4.9607027053833,50.77881619937694
mpaA,242,26557.687899999997,5.571608161926269,47.5206611570248
ymjC,60,6724.861499999999,10.81903591156006,41.66666666666667
ymjD,21,2464.7804,6.692075157165529,42.857142857142854
ycjY,306,33658.1257,5.029136848449707,47.385620915032675
pgrR,299,33481.382600000004,9.066398429870606,49.163879598662206
mppA,537,59899.437,8.44472980499268,48.23091247672253
ynaI,343,38754.0315,9.362630653381348,52.47813411078717
insH4,326,37850.9642,9.492985725402832,43.86503067484663
ynaJ,85,9339.1336,9.100179862976074,61.1764705882353
uspE,316,35706.447400000005,5.156910896301268,50.31645569620253
fnr,250,27966.905899999998,8.249519538879394,41.199999999999996
ogt,171,19178.8557,8.477157402038575,46.198830409356724
abgT,508,54885.1931,9.24188137054443,64.37007874015748
abgB,481,52193.0071,5.437809181213378,46.15384615384615
abgA,436,46587.6743,5.506925392150878,47.477064220183486
abgR,302,34057.7388,7.68976993560791,45.6953642384106
smrA,187,21512.238400000002,9.24065647125244,42.24598930481284
dgcM,410,46451.6536,6.34433422088623,45.609756097560975
ynaN,15,1992.422,11.834348487854005,46.666666666666664
zntB,327,36579.678,5.127638816833495,48.01223241590214
ynaL,57,6427.4373,5.636234092712402,57.89473684210527
dbpA,457,49155.143500000006,7.7032976150512695,48.14004376367615
ttcA,311,35560.533599999995,5.953111457824707,43.08681672025724
intR,411,47538.4709,9.905325508117674,42.579075425790755
xisR,71,8455.6881,9.24955310821533,47.88732394366197
rcbA,69,7862.991900000001,9.654221153259279,31.88405797101449
ralR,64,7018.8266,9.141955375671387,31.25
recT,269,29720.702699999998,8.440926170349123,44.60966542750929
recE,866,96367.147,4.69958438873291,42.494226327944574
racC,91,10015.5564,5.643509483337403,43.956043956043956
ydaE,56,6583.685799999999,7.699944114685059,37.5
kilR,73,8433.7064,9.726619148254393,43.83561643835616
sieB,162,19243.5459,9.86232509613037,53.70370370370371
ydaF,51,5768.4726,8.978850364685059,33.33333333333333
ydaG,44,5193.8907,4.826278495788574,50.0
racR,158,17662.9008,7.88121166229248,44.936708860759495
ydaS,98,10975.4189,8.94867916107178,39.795918367346935
ydaT,140,15742.7765,7.066473579406738,45.714285714285715
ydaU,285,32508.641699999996,8.835601615905762,45.614035087719294
ydaV,248,28127.8545,9.22827854156494,40.725806451612904
ydaW,186,20049.6415,5.556375312805175,45.69892473118279
rzoR,61,6761.1615,9.056921577453611,57.377049180327866
trkG,485,53943.123199999995,8.724715995788571,56.08247422680412
ynaK,87,9787.197,6.268908882141113,45.97701149425287
ydaY,119,13473.0291,5.402341651916504,42.016806722689076
ynaA,342,37059.71859999999,6.092992210388182,43.567251461988306
lomR,74,8670.515599999999,9.3576021194458,40.54054054054054
insH5,326,37776.92049999999,9.555262184143068,43.86503067484663
stfR,1120,113778.8549,7.328273963928223,41.60714285714286
tfaR,191,21336.5811,4.485528755187987,48.167539267015705
pinR,196,21908.173000000003,9.846272468566895,40.30612244897959
ynaE,77,8751.0977,9.396992301940916,44.15584415584416
ynaM,37,4012.7528,6.499106788635253,54.054054054054056
uspF,144,16016.335599999999,5.60275592803955,51.388888888888886
ompN,377,41219.3433,4.470352745056151,42.44031830238727
ydbK,1174,128822.9354,5.523295021057128,48.21124361158432
ydbJ,88,8695.901600000001,7.584333610534669,46.590909090909086
hslJ,140,15165.4876,6.720892524719238,44.285714285714285
ldhA,329,36534.378899999996,5.285082817077636,46.504559270516715
ydbH,879,96833.5472,5.667325019836426,48.009101251422074
ynbE,61,6840.0533000000005,4.940126991271971,52.459016393442624
ydbL,108,11877.6408,9.442700386047363,47.22222222222222
feaR,301,34619.9402,6.402196311950684,43.18936877076412
feaB,499,53698.5016,5.3385114669799805,48.296593186372746
tynA,757,84377.62449999999,5.560524559020995,47.29194187582563
paaZ,681,73001.77500000001,6.0167142868041985,48.751835535976504
paaA,309,35466.8141,6.112431144714355,44.983818770226534
paaB,95,10942.1253,5.914688301086425,45.26315789473684
paaC,248,27877.1416,4.891529655456543,47.17741935483871
paaD,165,18323.894,5.6113386154174805,48.484848484848484
paaE,356,39319.5227,5.943619346618653,44.9438202247191
paaF,255,27237.0575,7.723077583312987,50.19607843137255
paaG,262,28404.297999999995,6.438004875183105,47.32824427480916
paaH,475,51732.0001,5.645328330993652,51.1578947368421
paaI,140,14850.608099999998,6.262258720397949,43.57142857142857
paaJ,401,42276.0874,6.033311271667479,48.87780548628429
paaK,437,48952.321299999996,6.181831550598144,42.79176201372998
paaX,316,35294.2833,7.0972803115844725,50.31645569620253
paaY,196,21324.3266,6.158300209045408,47.44897959183674
ynbG,21,2657.1189,9.581887626647948,47.61904761904761
ydbA,852,87129.0511,4.071911430358887,33.33333333333333
insD2,301,34365.6654,9.212354850769042,42.19269102990033
insC2,121,13451.4657,9.518515205383299,47.107438016528924
insI2,57,6614.5473,9.580662727355957,40.35087719298245
pdxI,286,30705.6134,5.319413566589356,49.65034965034965
ydbD,768,86715.3523,5.289573097229003,48.828125
ynbA,201,22523.8317,8.423842048645021,62.189054726368155
ynbB,298,33053.4758,9.243106269836424,59.73154362416108
ynbC,585,65454.833399999996,8.903422355651855,48.205128205128204
ynbD,430,49544.0222,8.951064491271975,56.04651162790698
azoR,201,21657.435899999997,5.063012886047362,51.243781094527364
hrpA,1300,149026.07789999997,7.887465095520018,45.30769230769231
ydcF,266,29705.353900000002,5.501127815246581,49.24812030075188
aldA,479,52272.1715,5.066480064392089,50.52192066805845
cybB,176,20286.2004,9.954063606262206,61.93181818181818
ydcA,57,5859.821599999999,9.507748985290526,36.84210526315789
yncP,22,2399.9820999999997,9.500012779235842,59.09090909090909
hokB,49,5625.7608,8.632139396667483,51.02040816326531
mokB,55,5893.470299999999,6.224062919616699,47.27272727272727
trg,546,58898.1409,6.113681602478027,45.604395604395606
ydcI,307,33401.1172,7.8226099014282235,46.579804560260584
ydcJ,447,51042.0479,5.352834892272949,44.29530201342282
opgD,551,62757.2314,5.8929758071899405,46.82395644283122
ydcH,74,8878.166000000001,9.299516105651854,37.83783783783784
rimL,179,20680.3089,5.858417701721191,43.575418994413404
ydcK,326,35848.827300000004,5.048859977722167,45.70552147239264
tehA,330,35931.9392,8.843144416809082,59.696969696969695
tehB,197,22530.4758,6.836332511901856,45.17766497461929
ydcL,222,24426.685299999997,8.40140705108643,45.4954954954955
insQ,402,45707.952399999995,10.33049449920654,41.04477611940299
ydcO,391,40582.876000000004,8.705117607116701,64.70588235294117
sutR,178,19731.072,5.749798393249511,44.38202247191011
rlhA,653,72668.88359999999,6.709126853942871,45.48238897396631
yncJ,76,8708.7545,6.498822593688964,42.10526315789473
hicA,58,6749.750099999999,10.506944465637208,37.93103448275862
hicB,138,15246.439199999999,4.984006690979004,54.347826086956516
ydcR,468,52792.183099999995,8.845594215393067,50.85470085470085
ydcS,381,42294.6867,7.000995063781737,48.031496062992126
ydcT,337,37040.1696,6.5492956161499025,47.18100890207715
ydcU,313,34359.652,9.549073219299316,66.45367412140575
ydcV,264,28721.518299999996,8.97465991973877,61.36363636363637
patD,474,50829.404800000004,5.65163745880127,48.734177215189874
yncL,31,3538.2305,11.999967765808105,64.51612903225806
ortT,57,6646.0036,9.992099952697757,71.9298245614035
ydcY,77,8799.7781,5.592354393005371,38.961038961038966
ydcZ,149,15854.879700000001,11.346645164489747,61.07382550335571
mnaT,172,19247.463499999998,5.860748100280761,45.93023255813954
curA,345,37609.304,5.525909614562988,45.507246376811594
mcbR,221,25151.1167,6.393386268615722,50.2262443438914
pqqU,700,77259.7538,5.321289253234863,41.42857142857143
yncE,353,38612.461599999995,9.219639778137207,43.05949008498583
ansP,499,54232.433699999994,8.874798393249513,59.318637274549104
yncG,205,23320.588099999997,4.731130027770996,53.170731707317074
yncH,70,8269.981,9.138731956481934,57.14285714285714
ydcD,160,18906.542999999998,8.835859489440917,46.25
yncO,61,7350.6286,7.951030921936035,59.01639344262295
ydcC,378,43078.079399999995,6.97132511138916,42.592592592592595
pptA,77,8672.8551,4.8840837478637695,50.649350649350644
yddH,189,20966.641499999998,5.6690870285034185,48.148148148148145
nhoA,281,32274.188199999997,5.86881923675537,46.263345195729535
yddE,297,32318.411,5.839262962341309,46.801346801346796
narV,226,26017.624699999997,9.902424430847166,57.9646017699115
narW,231,26160.283199999998,4.450118064880371,47.61904761904761
narY,514,58557.27220000001,5.660845375061036,44.74708171206226
narZ,1246,140225.0188,6.2041124343872065,45.18459069020867
narU,462,49889.5403,10.0213041305542,59.523809523809526
yddK,318,36240.4258,5.85222225189209,42.45283018867924
yddL,96,10735.9154,6.718959999084473,41.66666666666667
yddG,293,31539.063700000002,8.979430580139162,61.092150170648466
fdnG,195,21464.3361,9.298162269592286,44.1025641025641
fdnH,294,32238.4062,5.574563789367674,42.517006802721085
fdnI,217,25368.1979,9.969987297058104,57.6036866359447
yddM,94,10400.9719,8.21141872406006,50.0
adhP,336,35379.1794,5.94316463470459,46.726190476190474
maeA,565,63196.58750000001,5.1876039505004865,47.61061946902655
sra,45,5095.7618999999995,11.043579292297363,28.888888888888886
bdm,71,7986.7309000000005,4.051222038269043,46.478873239436616
osmC,143,15087.964999999998,5.570357704162597,42.65734265734265
ddpF,308,34588.4653,7.853425788879394,46.75324675324675
ddpD,328,36099.4597,6.628188133239747,49.08536585365854
ddpC,298,31970.5441,9.634880638122556,59.395973154362416
ddpB,340,37312.4848,5.462704658508301,60.882352941176464
ddpA,516,57640.500100000005,6.287608909606934,46.89922480620155
ddpX,193,21212.8056,5.0452791213989245,49.740932642487046
dosP,799,90259.33489999999,5.341467094421386,47.43429286608261
dosC,460,53177.0289,5.885132026672363,46.30434782608695
yddY,13,1480.7937,5.585420036315917,61.53846153846154
digH,439,49573.7163,9.249746513366699,46.69703872437358
gadC,511,55075.9979,8.75546741485596,61.839530332681015
gadB,466,52667.535,5.287583732604979,47.63948497854077
pqqL,931,104655.1874,5.954759788513184,45.22019334049409
yddB,790,89281.7784,6.0060853958129865,40.50632911392405
yddA,561,64984.0358,9.30744571685791,49.73262032085562
yneP,40,4710.637299999999,10.177446556091308,50.0
ydeM,385,44517.39599999999,8.153655052185059,43.116883116883116
ydeN,560,62801.467699999994,5.669996452331543,44.82142857142858
ydeO,253,28724.927099999997,9.04538173675537,44.66403162055336
safA,65,7271.525100000001,8.230114555358888,50.76923076923077
ydeP,759,83494.1388,6.3088666915893565,45.98155467720685
ydeQ,304,32069.1618,7.616959190368653,46.71052631578947
ydeR,167,18144.254500000003,6.090150260925292,42.51497005988024
ydeS,176,18948.318399999996,5.791006660461425,43.75
ydeT,382,41615.4182,6.158925437927246,39.52879581151832
hipA,440,49275.213,8.257771492004395,49.09090909090909
hipB,88,10016.2711,6.166655540466309,39.77272727272727
lsrK,530,57544.1862,5.2537645339965815,50.0
lsrR,317,33796.454000000005,6.22741641998291,46.68769716088328
lsrA,511,55820.6347,6.817461967468262,45.596868884540115
lsrC,342,36394.335699999996,9.933304786682129,60.23391812865497
lsrD,330,34455.9356,8.88124523162842,62.42424242424243
lsrB,340,36684.4059,7.6350908279418945,47.94117647058824
lsrF,291,31892.4136,6.092935371398924,48.45360824742268
lsrG,96,11254.6505,5.676419258117675,43.75
tam,252,29005.612100000002,4.855095863342284,53.17460317460318
yneE,304,34808.5259,7.7016492843627935,56.57894736842105
uxaB,483,54775.544200000004,4.991452598571777,49.4824016563147
dgcF,315,34303.894,7.731830787658691,53.65079365079365
yneG,119,13543.6282,9.800822257995605,48.739495798319325
glsB,308,33483.1515,5.993637657165528,50.97402597402597
sad,462,49717.307199999996,5.4421289443969725,50.649350649350644
ptrR,293,32482.6084,6.311253929138184,49.48805460750853
yneK,371,42840.724799999996,6.395375633239747,48.517520215633425
ydeA,396,42537.6961,9.85690975189209,63.888888888888886
marC,221,23616.969100000002,7.856971549987794,60.633484162895925
marR,144,16032.7752,8.556969261169435,46.52777777777778
marA,127,15183.995700000001,9.360374259948731,37.79527559055118
marB,72,7536.467299999999,5.240975761413574,52.77777777777778
eamA,299,32323.807,9.948648262023926,64.88294314381271
ydeE,395,42658.447199999995,9.388675880432128,61.518987341772146
mgtS,31,3509.123,5.373126411437989,64.51612903225806
mgtT,34,3858.3,9.39608974456787,44.11764705882353
dgcZ,296,33863.1021,5.392508506774903,46.62162162162162
ydeI,130,14120.948699999999,6.400547981262207,47.69230769230769
ydeJ,172,18288.5435,4.744032478332519,47.674418604651166
dcp,681,77514.8021,5.48845272064209,49.48604992657856
ydfG,248,27248.6187,5.651751136779786,45.564516129032256
rspR,228,26564.8393,5.911277961730956,42.54385964912281
ydfZ,67,7276.2739,7.9414251327514656,35.82089552238806
ydfI,486,53684.6424,5.372899055480957,51.028806584362144
ydfJ,427,46266.6365,9.221702766418456,58.548009367681495
ynfT,37,4012.7528,6.499106788635253,54.054054054054056
ydfK,77,8778.1661,9.572346305847166,44.15584415584416
pinQ,196,21852.063400000003,9.728424263000488,40.30612244897959
tfaQ,191,21337.5659,4.445116233825684,48.167539267015705
stfQ,320,32869.5484,7.064597892761231,40.625
nohA,189,21403.8164,5.2778642654418935,42.857142857142854
ynfO,77,9023.2104,10.54923572540283,31.16883116883117
ydfO,136,16496.7181,9.75285778045654,42.64705882352941
gnsB,57,6547.5908,8.963377952575684,38.59649122807017
ynfN,51,5639.3785,5.800498771667479,49.01960784313725
ynfR,21,2307.7325,8.365046882629397,57.14285714285714
ynfQ,62,7123.1840999999995,8.73193645477295,38.70967741935484
cspI,70,7683.6410000000005,6.034391212463378,44.285714285714285
rzpQ,165,18277.569,7.988615989685059,47.878787878787875
rzoQ,84,9463.313600000001,9.639973640441895,48.80952380952381
rrrQ,177,19662.334899999998,9.043963432312012,41.80790960451977
ydfR,103,12090.4687,5.557398414611816,44.66019417475729
essQ,71,7740.9094000000005,9.69619007110596,49.29577464788733
ynfU,56,6371.3207,9.59955196380615,32.142857142857146
cspB,71,7716.627699999999,6.538325691223145,45.07042253521127
cspF,70,7544.5858,9.51168155670166,40.0
ynfS,29,3192.9174999999996,4.207017707824707,62.06896551724138
ydfT,250,27925.9482,9.162585258483887,44.4
ydfU,349,39227.76,8.104852485656739,46.41833810888252
rem,83,9234.6173,5.358916664123535,46.98795180722892
hokD,51,5736.831499999999,6.179103279113768,52.94117647058824
relE,95,11225.078599999999,9.673884010314943,46.31578947368421
relB,79,9071.3722,4.805930137634278,48.10126582278481
ydfV,101,11308.0507,9.936463737487792,44.554455445544555
flxA,110,12207.5767,5.028966331481934,33.63636363636363
ydfW,49,5848.678599999999,10.138378715515138,38.775510204081634
ydfX,96,10975.5384,7.87366886138916,46.875
dicC,76,8577.6381,9.519675636291506,42.10526315789473
dicA,135,15655.844,9.712951850891113,40.0
ydfA,51,5792.2985,5.22363986968994,33.33333333333333
ydfB,42,4688.0259,4.0500284194946286,40.476190476190474
ydfC,72,8350.393,5.017541694641112,50.0
dicB,62,6964.2086,9.018885231018068,43.54838709677419
ydfD,63,6841.8815,4.685829353332519,52.38095238095239
ynfP,36,4038.6282,6.700998878479004,41.66666666666667
rspB,339,36563.6989,5.956180763244629,48.67256637168141
rspA,404,45967.9546,5.680000114440918,47.77227722772277
ynfA,108,11919.375399999999,9.09785900115967,65.74074074074075
ynfB,113,12908.525999999998,9.15007839202881,38.05309734513274
speG,186,21886.749499999998,6.201043128967284,46.774193548387096
ynfC,236,26474.5166,4.627683067321779,41.52542372881356
ynfD,101,10476.5878,4.7349950790405275,43.56435643564357
ynfE,808,89778.9705,8.558709907531739,43.68811881188119
ynfF,807,89986.0387,6.5583898544311525,43.99008674101611
ynfG,205,22751.548199999997,5.792825508117676,40.97560975609756
ynfH,284,30523.318499999998,9.450758934020996,61.61971830985915
